,,,,,name,line,lat,lon,,,,
442,240,5459,129,2022503,二重橋前,東京メトロ千代田線,128437297,503153559,-35830.05932,-6196.679919,1
443,241,5450,129,2022503,大手町,東京メトロ千代田線,128459229,503160414,-35154.29438,-6023.855218,1
444,242,5460,129,2022503,新御茶ノ水,東京メトロ千代田線,128497802,503167558,-33965.69979,-5843.45378,1
445,243,5461,129,2022503,湯島,東京メトロ千代田線,128532779,503183563,-32888.05786,-5440.437543,1
446,244,5462,129,2022503,根津,東京メトロ千代田線,128570822,503168314,-31715.42958,-5822.973273,1
447,245,5463,129,2022503,千駄木,東京メトロ千代田線,128600452,503159496,-30802.16132,-6043.974874,1
448,246,5381,129,2022503,西日暮里,東京メトロ千代田線,128625497,503173730,-30030.57437,-5685.773551,1
449,247,5464,129,2022503,町屋,東京メトロ千代田線,128659935,503219818,-28969.94766,-4527.120315,1
450,248,1874,68,2022503,北千住,東京メトロ千代田線,128686235,503307779,-28160.29875,-2316.865221,0
451,218,1875,10,2022503,綾瀬,東京メトロ千代田線,128732367,503381720,-26738.91236,-459.174231,1
452,249,5465,129,2022503,北綾瀬,東京メトロ千代田線,128785100,503407366,-25113.81461,184.992195,0
453,250,1748,12,1010305,東京,JR総武線快速,128443857,503168726,-35628.15596,-5815.178312,1
454,251,1890,12,1010305,新日本橋,JR総武線快速,128468639,503198379,-34864.89959,-5069.144574,1
455,252,1891,12,1010305,馬喰町,JR総武線快速,128485839,503229881,-34335.259,-4276.867851,1
456,253,4716,12,1010305,両国（信）,JR総武線快速,-1,-1,0,0,0
457,254,1621,12,1010305,錦糸町,JR総武線快速,128496809,503343352,-33998.1083,-1424.101876,1
458,255,1624,12,1010305,新小岩,JR総武線快速,128568350,503499239,-31793.16894,2494.198915,1
459,256,1626,12,1010305,市川,JR総武線快速,128612029,503680997,-30444.63659,7061.298775,1
460,257,1630,12,1010305,船橋,JR総武線快速,128514286,503957507,-33448.57669,14014.59814,1
461,258,1631,12,1010305,津田沼,JR総武線快速,128477101,504084802,-34588.89644,17216.76011,1
462,259,1632,12,1010305,幕張,JR総武線快速,128362294,504220012,-38119.69929,20624.31256,1
463,260,1634,12,1010305,稲毛,JR総武線快速,128282306,504344711,-40576.88007,23767.23213,1
464,261,4713,12,1010305,黒砂（信）,JR総武線快速,-1,-1,0,0,0
465,262,1636,12,1010305,千葉,JR総武線快速,128196270,504419259,-43223.05312,25650.3617,1
466,262,1636,13,1010305,千葉,JR総武本線,128196270,504419259,-43223.05312,25650.3617,1
467,263,1657,13,1010305,東千葉,JR総武本線,128210510,504453773,-42781.67759,26517.62746,1
468,264,1637,13,1010305,都賀,JR総武本線,128278134,504548737,-40690.27336,28900.5927,1
469,265,1638,13,1010305,四街道,JR総武本線,128374030,504605249,-37730.29921,30312.29595,1
470,266,1639,13,1010305,物井,JR総武本線,128457529,504733639,-35145.49336,33531.64648,1
471,267,1640,13,1010305,佐倉,JR総武本線,128542810,504825515,-32508.33132,35831.09571,1
472,268,1590,13,1010305,酒々井,JR総武本線,128622413,505002780,-30036.05937,40275.64661,1
473,269,1591,13,1010305,成田,JR総武本線,128787163,505141009,-24942.36323,43724.13618,0
474,270,4717,13,1010305,堀之内（信）,JR総武本線,-1,-1,0,0,0
475,271,1612,13,1010305,空港第２ビル,JR総武本線,128771993,505406965,-25374.39815,50406.14386,1
476,272,1613,13,1010305,成田空港,JR総武本線,128745568,505402603,-26189.38955,50301.2099,1
477,267,1640,13,1010305,佐倉,JR総武本線,128542810,504825515,-32508.33132,35831.09571,1
478,273,1641,13,1010305,南酒々井,JR総武本線,128524003,504976646,-33071.78346,39632.46386,1
479,274,1642,13,1010305,榎戸,JR総武本線,128451033,505049354,-35312.2024,41470.64258,1
